1	1079.23262	1538.99089 	1761.79420	2005.23330	2179.85225
2	1171.18238	1628.79751 	1799.32597	1857.89459	2023.93010
3	3663.58836	4798.11644 	5131.22331	5485.78197  6399.19706
4	3440.47034	4970.08955 	5465.14531  5923.53197	6505.50722
